1542;609;Sonstiges
4017;1960;Geographie und Stadtplanung
42;25;Tourismus
1350;731;Demographie
210;82;Ver- und Entsorgung
92;46;Arbeitsmarkt
112;63;Sport und Erholung
390;140;Umwelt und Klima
66;35;Wirtschaft
54;30;Kunst und Kultur
979;594;Verkehr
127;71;Wahlen
52;29;Verbraucherschutz
524;258;Wohnen und Immobilien
296;191;Gesundheit
196;117;Bildung
10;5;Sozialleistungen
87;55;Jugend
216;66;Öffentliche Verwaltung, Haushalt und Steuern
90;72;Protokolle und Beschlüsse
